2012-02-13,1329066000,27.6,15.2,21.1,28.2,15.2,21.1,16.7,77.9,0.0,0.0,0.0,,0.0,0.0,,17.7,60.4,1014.1,47.6,20.0,,,,06:08:33,1329088113,17:51:16,1329130276,0.69,type_42,Clearingpm.,partly-cloudy-day,"48875099999,48877099999,remote",obs,"12.4,108.6",Asia/Ho_Chi_Minh,7.0,1,12.4,108.6,2012-02-13
2012-02-14,1329152400,28.0,15.4,21.9,29.5,15.4,22.0,17.5,77.6,0.0,0.0,0.0,,0.0,0.0,,21.6,63.1,1012.6,53.4,20.0,,,,06:08:14,1329174494,17:51:34,1329216694,0.72,type_42,Variablecloud.,partly-cloudy-day,"48875099999,48877099999,remote",obs,"12.4,108.6",Asia/Ho_Chi_Minh,7.0,1,12.4,108.6,2012-02-14
2012-02-15,1329238800,29.1,16.3,22.9,30.7,16.3,23.1,18.4,77.9,0.0,0.0,0.0,,0.0,0.0,,18.0,63.2,1010.4,78.2,20.0,,,,06:07:53,1329260873,17:51:50,1329303110,0.75,type_42,Variablecloud.,partly-cloudy-day,"48875099999,48877099999,remote",obs,"12.4,108.6",Asia/Ho_Chi_Minh,7.0,1,12.4,108.6,2012-02-15
2012-02-16,1329325200,28.8,18.7,23.5,31.6,18.7,23.8,20.3,83.2,0.9,100.0,25.0,rain,0.0,0.0,,18.0,56.7,1010.8,93.0,20.0,,,,06:07:31,1329347251,17:52:06,1329389526,0.8,"type_21, type_41",Overcast with rainampm.,rain,"48875099999,48877099999,remote",obs,"12.4,108.6",Asia/Ho_Chi_Minh,7.0,1,12.4,108.6,2012-02-16
2012-02-17,1329411600,27.9,20.7,23.2,31.7,20.7,23.4,21.1,88.4,3.0,100.0,4.17,rain,0.0,0.0,,28.8,50.6,1011.7,92.4,20.0,,,,06:07:09,1329433629,17:52:22,1329475942,0.83,"type_21, type_41",Overcast with rainam.,rain,"48875099999,48877099999,remote",obs,"12.4,108.6",Asia/Ho_Chi_Minh,7.0,1,12.4,108.6,2012-02-17
2012-02-18,1329498000,25.2,18.1,21.2,25.2,18.1,21.2,18.5,84.8,1.4,100.0,8.33,rain,0.0,0.0,,28.8,32.9,1013.3,97.9,17.8,,,,06:06:46,1329520006,17:52:36,1329562356,0.87,"type_21, type_41",Overcast with raindefinite.,rain,"48875099999,48877099999,remote",obs,"12.4,108.6",Asia/Ho_Chi_Minh,7.0,1,12.4,108.6,2012-02-18
2012-02-19,1329584400,24.9,16.7,19.7,24.9,16.7,19.7,17.8,89.2,7.9,100.0,50.0,rain,0.0,0.0,,32.4,19.6,1013.6,98.8,18.7,,,,06:06:22,1329606382,17:52:50,1329648770,0.9,"type_21, type_41",Overcast with rainallday.,rain,"48875099999,48877099999,remote",obs,"12.4,108.6",Asia/Ho_Chi_Minh,7.0,1,12.4,108.6,2012-02-19
2012-02-20,1329670800,26.9,16.3,20.6,28.7,16.3,20.7,17.9,85.1,0.4,100.0,16.67,rain,0.0,0.0,,18.0,30.0,1012.3,95.7,19.4,,,,06:05:57,1329692757,17:53:04,1329735184,0.94,"type_21, type_41",Overcast with rainampm.,rain,"48875099999,48877099999,remote",obs,"12.4,108.6",Asia/Ho_Chi_Minh,7.0,1,12.4,108.6,2012-02-20
2012-02-21,1329757200,24.8,17.8,21.3,24.8,17.8,21.3,19.6,90.3,1.8,100.0,8.33,rain,0.0,0.0,,12.8,47.5,1010.3,94.7,17.5,,,,06:05:31,1329779131,17:53:17,1329821597,0.97,"type_21, type_41",Overcast with rainampm.,rain,"48875099999,48877099999,remote",obs,"12.4,108.6",Asia/Ho_Chi_Minh,7.0,1,12.4,108.6,2012-02-21
2012-02-22,1329843600,27.0,19.4,23.0,28.5,19.4,23.1,20.6,87.3,11.9,100.0,8.33,rain,0.0,0.0,,9.1,86.6,1009.8,63.7,13.1,,,,06:05:04,1329865504,17:53:30,1329908010,0.0,"type_21, type_42",Clearingpm with rainclearinglater.,rain,"48875099999,48877099999,remote",obs,"12.4,108.6",Asia/Ho_Chi_Minh,7.0,1,12.4,108.6,2012-02-22
2012-02-23,1329930000,31.4,19.1,24.6,34.0,19.1,25.2,20.8,81.1,0.0,0.0,0.0,,0.0,0.0,,14.4,113.9,1008.5,37.1,20.0,,,,06:04:37,1329951877,17:53:42,1329994422,0.04,type_42,Variablecloud.,partly-cloudy-day,"48875099999,48877099999,remote",obs,"12.4,108.6",Asia/Ho_Chi_Minh,7.0,1,12.4,108.6,2012-02-23
2012-02-24,1330016400,31.3,21.7,25.4,33.8,21.7,26.3,22.0,82.5,0.5,100.0,16.67,rain,0.0,0.0,,14.4,106.6,1008.3,34.5,20.0,,,,06:04:09,1330038249,17:53:53,1330080833,0.07,"type_21, type_42",Variablecloud with rainampm.,rain,"48875099999,48877099999,remote",obs,"12.4,108.6",Asia/Ho_Chi_Minh,7.0,1,12.4,108.6,2012-02-24
2012-02-25,1330102800,31.5,20.6,25.2,35.6,20.6,26.0,21.8,82.6,0.0,0.0,0.0,,0.0,0.0,,18.0,105.3,1007.9,25.2,20.0,,,,06:03:41,1330124621,17:54:04,1330167244,0.11,type_42,Clearingpm.,partly-cloudy-day,"48875099999,48877099999,remote",obs,"12.4,108.6",Asia/Ho_Chi_Minh,7.0,1,12.4,108.6,2012-02-25
2012-02-26,1330189200,29.5,20.4,24.5,34.0,20.4,25.1,20.8,81.3,0.0,0.0,0.0,,0.0,0.0,,18.0,78.5,1009.3,44.7,20.0,,,,06:03:11,1330210991,17:54:15,1330253655,0.14,type_42,Variablecloud.,partly-cloudy-day,"48875099999,48877099999,remote",obs,"12.4,108.6",Asia/Ho_Chi_Minh,7.0,1,12.4,108.6,2012-02-26
2012-02-27,1330275600,28.9,19.7,24.0,30.8,19.7,24.4,20.2,80.4,0.3,100.0,12.5,rain,0.0,0.0,,25.2,70.9,1010.4,71.7,20.0,,,,06:02:41,1330297361,17:54:25,1330340065,0.17,"type_21, type_42",Variablecloud with rainam.,rain,"48875099999,48877099999,remote",obs,"12.4,108.6",Asia/Ho_Chi_Minh,7.0,1,12.4,108.6,2012-02-27
2012-02-28,1330362000,29.5,17.6,22.9,31.5,17.6,23.3,19.1,80.6,0.0,0.0,0.0,,0.0,0.0,,17.7,72.1,1009.7,72.4,20.0,,,,06:02:11,1330383731,17:54:34,1330426474,0.2,type_42,Variablecloud.,partly-cloudy-day,"48875099999,48877099999,remote",obs,"12.4,108.6",Asia/Ho_Chi_Minh,7.0,1,12.4,108.6,2012-02-28
2012-02-29,1330448400,29.4,18.0,23.6,34.7,18.0,24.1,20.0,81.8,0.0,0.0,0.0,,0.0,0.0,,21.6,76.6,1010.2,61.1,20.0,,,,06:01:39,1330470099,17:54:43,1330512883,0.24,type_42,Variablecloud.,partly-cloudy-day,"48875099999,48877099999,remote",obs,"12.4,108.6",Asia/Ho_Chi_Minh,7.0,1,12.4,108.6,2012-02-29
2012-03-01,1330534800,28.4,20.1,24.3,31.8,20.1,24.6,20.9,82.2,0.4,100.0,16.67,rain,0.0,0.0,,21.6,68.6,1010.9,87.5,20.0,,,,06:01:08,1330556468,17:54:52,1330599292,0.25,"type_21, type_42",Variablecloud with rainampm.,rain,"48875099999,48877099999,remote",obs,"12.4,108.6",Asia/Ho_Chi_Minh,7.0,1,12.4,108.6,2012-03-01
2012-03-02,1330621200,30.2,20.3,24.4,32.3,20.3,24.9,20.5,80.1,0.3,100.0,12.5,rain,0.0,0.0,,14.4,83.8,1009.9,64.6,20.0,,,,06:00:35,1330642835,17:55:00,1330685700,0.3,"type_21, type_42",Variablecloud with rainampm.,rain,"48875099999,48877099999,remote",obs,"12.4,108.6",Asia/Ho_Chi_Minh,7.0,1,12.4,108.6,2012-03-02
2012-03-03,1330707600,30.3,18.6,23.7,33.7,18.6,24.2,19.5,78.6,0.0,0.0,0.0,,0.0,0.0,,12.5,96.9,1009.9,83.7,20.0,,,,06:00:02,1330729202,17:55:08,1330772108,0.33,type_42,Variablecloud.,partly-cloudy-day,"48875099999,48877099999,remote",obs,"12.4,108.6",Asia/Ho_Chi_Minh,7.0,1,12.4,108.6,2012-03-03
2012-03-04,1330794000,30.4,19.2,24.2,35.1,19.2,24.8,20.3,80.1,0.5,100.0,12.5,rain,0.0,0.0,,14.4,85.4,1010.0,87.8,20.0,,,,05:59:29,1330815569,17:55:15,1330858515,0.36,"type_21, type_42",Variablecloud with rainpm.,rain,"48875099999,48877099999,remote",obs,"12.4,108.6",Asia/Ho_Chi_Minh,7.0,1,12.4,108.6,2012-03-04
2012-03-05,1330880400,31.2,19.4,25.1,36.3,19.4,25.9,20.7,78.2,0.0,0.0,0.0,,0.0,0.0,,10.8,105.1,1008.3,66.5,20.0,,,,05:58:55,1330901935,17:55:22,1330944922,0.4,type_42,Variablecloud.,partly-cloudy-day,"48875099999,48877099999,remote",obs,"12.4,108.6",Asia/Ho_Chi_Minh,7.0,1,12.4,108.6,2012-03-05
2012-03-06,1330966800,31.1,20.0,25.4,34.7,20.0,26.2,20.4,75.7,0.1,100.0,4.17,rain,0.0,0.0,,14.4,113.1,1007.6,39.6,20.0,,,,05:58:20,1330988300,17:55:28,1331031328,0.43,"type_21, type_42",Clearingpm with rainpm.,rain,"48875099999,48877099999,remote",obs,"12.4,108.6",Asia/Ho_Chi_Minh,7.0,1,12.4,108.6,2012-03-06
2012-03-07,1331053200,30.4,20.8,25.5,36.0,20.8,26.8,21.5,79.4,0.6,100.0,16.67,rain,0.0,0.0,,14.4,109.2,1007.1,36.4,20.0,,,,05:57:45,1331074665,17:55:35,1331117735,0.46,"type_21, type_42",Variablecloud with rainampm.,rain,"48875099999,48877099999,remote",obs,"12.4,108.6",Asia/Ho_Chi_Minh,7.0,1,12.4,108.6,2012-03-07
2012-03-08,1331139600,30.7,20.6,25.8,36.4,20.6,26.8,21.2,77.1,0.1,100.0,4.17,rain,0.0,0.0,,10.8,116.2,1007.4,31.3,19.4,,,,05:57:10,1331161030,17:55:41,1331204141,0.5,"type_21, type_42",Variablecloud with rainpm.,rain,"48875099999,48877099999,remote",obs,"12.4,108.6",Asia/Ho_Chi_Minh,7.0,1,12.4,108.6,2012-03-08
2012-03-09,1331226000,31.0,21.8,25.8,36.6,21.8,26.7,21.2,77.2,0.0,0.0,0.0,,0.0,0.0,,18.0,77.1,1008.6,63.6,19.4,,,,05:56:34,1331247394,17:55:46,1331290546,0.53,type_42,Variablecloud.,partly-cloudy-day,"48875099999,48877099999,remote",obs,"12.4,108.6",Asia/Ho_Chi_Minh,7.0,1,12.4,108.6,2012-03-09
2012-03-10,1331312400,28.2,21.4,24.6,31.1,21.4,25.0,20.3,78.3,0.5,100.0,4.17,rain,0.0,0.0,,13.7,65.2,1010.4,84.0,19.4,,,,05:55:58,1331333758,17:55:51,1331376951,0.56,"type_21, type_42",Variablecloud with rainlatepm.,rain,"48875099999,48877099999,remote",obs,"12.4,108.6",Asia/Ho_Chi_Minh,7.0,1,12.4,108.6,2012-03-10
2012-03-11,1331398800,27.4,20.7,23.5,29.5,20.7,23.7,19.9,80.7,4.1,100.0,8.33,rain,0.0,0.0,,21.6,45.9,1012.4,86.6,15.5,,,,05:55:22,1331420122,17:55:56,1331463356,0.6,"type_21, type_42",Variablecloud with rainclearinglater.,rain,"48875099999,48877099999,remote",obs,"12.4,108.6",Asia/Ho_Chi_Minh,7.0,1,12.4,108.6,2012-03-11
2012-03-12,1331485200,29.2,20.1,23.8,31.6,20.1,24.0,19.2,76.6,0.7,100.0,20.83,rain,0.0,0.0,,19.9,48.9,1014.2,74.5,20.0,,,,05:54:45,1331506485,17:56:01,1331549761,0.63,"type_21, type_42",Variablecloud with rainclearinglater.,rain,"48875099999,48877099999,remote",obs,"12.4,108.6",Asia/Ho_Chi_Minh,7.0,1,12.4,108.6,2012-03-12
2012-03-13,1331571600,29.4,18.8,23.7,32.7,18.8,24.1,19.2,77.0,0.4,100.0,12.5,rain,0.0,0.0,,21.6,53.7,1014.8,77.0,20.0,,,,05:54:08,1331592848,17:56:05,1331636165,0.67,"type_21, type_42",Variablecloud with rainam.,rain,"48875099999,48877099999,remote",obs,"12.4,108.6",Asia/Ho_Chi_Minh,7.0,1,12.4,108.6,2012-03-13
2012-03-14,1331658000,28.7,18.9,23.8,31.6,18.9,24.1,19.5,78.2,0.0,0.0,0.0,,0.0,0.0,,14.7,66.6,1013.5,78.8,20.0,,,,05:53:30,1331679210,17:56:10,1331722570,0.7,type_42,Variablecloud.,partly-cloudy-day,"48875099999,48877099999,remote",obs,"12.4,108.6",Asia/Ho_Chi_Minh,7.0,1,12.4,108.6,2012-03-14
